nct_id,country
NCT00420420,
NCT00420459,United States
NCT00420498,United States
NCT00420641,Bulgaria
NCT00420641,Canada
NCT00420641,Chile
NCT00420641,Costa Rica
NCT00420641,Croatia
NCT00420641,France
NCT00420641,Germany
NCT00420641,India
NCT00420641,Italy
NCT00420641,Poland
NCT00420823,Australia
NCT00421083,United States
NCT00421460,Thailand
NCT00421603,United States
NCT00421720,Germany
NCT00421954,United States
NCT00422110,
NCT00422123,United States
NCT00422214,United States
NCT00422292,United States
NCT00422292,Puerto Rico
NCT00422331,United States
NCT00422422,United States
NCT00422422,Belgium
NCT00422422,Czechia
NCT00422422,Mexico
NCT00422422,Poland
NCT00422422,Spain
NCT00422578,Finland
NCT00422734,United States
NCT00422734,Austria
NCT00422734,France
NCT00422734,Germany
NCT00422734,Mexico
NCT00422812,United States
NCT00422955,Netherlands
NCT00422994,United States
NCT00422994,United Kingdom
NCT00423085,Japan
NCT00423527,Denmark
NCT00423605,United States
NCT00423605,France
NCT00423605,Germany
NCT00423605,Italy
NCT00423605,Netherlands
NCT00423605,Spain
NCT00423605,United Kingdom
NCT00423813,United States
NCT00423813,France
NCT00423813,Germany
NCT00423813,Italy
NCT00423813,Netherlands
NCT00423813,Poland
NCT00423813,Spain
NCT00423813,United Kingdom
NCT00423878,United States
NCT00423943,United States
NCT00423969,United States
NCT00424203,France
NCT00424372,Japan
NCT00424489,United States
NCT00424892,United States
NCT00424931,United States
NCT00425243,United States
NCT00425256,United States
NCT00425282,
NCT00425399,Israel
NCT00425815,United States
NCT00426673,United States
NCT00426816,Germany
NCT00426842,United States
NCT00426946,Israel
NCT00427011,United States
NCT00427076,Israel
NCT00427206,United States
NCT00427206,Canada
NCT00427674,United States
NCT00428090,United States
NCT00428090,Austria
NCT00428090,Bulgaria
NCT00428090,Chile
NCT00428090,China
NCT00428090,Croatia
NCT00428090,Estonia
NCT00428090,Germany
NCT00428090,Greece
NCT00428090,Hungary
NCT00428090,India
NCT00428090,"Korea, Republic of"
NCT00428090,Mexico
NCT00428090,New Zealand
NCT00428090,Pakistan
NCT00428090,Peru
NCT00428090,Philippines
NCT00428090,Puerto Rico
NCT00428090,Russian Federation
NCT00428090,United Kingdom
NCT00428298,United States
NCT00428350,China
NCT00428389,United States
NCT00428935,United States
NCT00429169,United States
NCT00429208,Israel
NCT00429260,United States
NCT00429442,Denmark
NCT00429676,United States
NCT00430105,
NCT00430573,United States
NCT00431171,China
NCT00431184,United States
NCT00431522,Turkey
NCT00431574,Canada
NCT00432042,Germany
NCT00432042,Italy
NCT00432055,Norway
NCT00432081,Netherlands
NCT00432237,
NCT00432263,
NCT00432796,Canada
NCT00432796,India
NCT00433121,Norway
NCT00433147,United States
NCT00433368,Pakistan
NCT00433667,
NCT00433719,Vietnam
NCT00433732,United States
NCT00434083,United States
NCT00434148,United States
NCT00434148,Argentina
NCT00434148,Belgium
NCT00434148,Brazil
NCT00434148,Canada
NCT00434148,China
NCT00434148,Denmark
NCT00434148,Finland
NCT00434148,France
NCT00434148,Germany
NCT00434148,Greece
NCT00434148,Israel
NCT00434148,Italy
NCT00434148,Mexico
NCT00434148,Poland
NCT00434148,Portugal
NCT00434148,Spain
NCT00434148,Turkey
NCT00434304,Japan
NCT00434876,United States
NCT00435370,United States
NCT00435370,China
NCT00436345,Italy
NCT00436371,Hong Kong
NCT00436826,United States
NCT00436826,Italy
NCT00436826,Russian Federation
NCT00436826,Spain
NCT00437125,Italy
NCT00437281,United States
NCT00437281,"Korea, Republic of"
NCT00437281,Mexico
NCT00437372,United States
NCT00437385,Germany
NCT00437632,United Kingdom
NCT00437814,Israel
NCT00437840,Germany
NCT00438087,France
NCT00438139,United States
NCT00438386,United States
NCT00438451,Germany
NCT00438568,United States
NCT00438607,India
NCT00438607,Israel
NCT00438607,United Kingdom
NCT00438776,United States
NCT00438971,United States
NCT00439166,Canada
NCT00439413,United States
NCT00439634,United States
NCT00439634,Canada
NCT00439699,United States
NCT00439868,United States
NCT00440050,United States
NCT00440232,United States
NCT00440323,United Kingdom
NCT00440518,United States
NCT00440713,
NCT00440843,United States
NCT00441103,
NCT00441259,India
NCT00441285,Peru
NCT00441558,United States
NCT00441558,Canada
NCT00441649,
NCT00441896,United States
NCT00442104,United States
NCT00442169,United States
NCT00442221,United States
NCT00442325,Greece
NCT00442325,Hungary
NCT00442325,Ireland
NCT00442325,Poland
NCT00442325,Portugal
NCT00442325,Russian Federation
NCT00442325,Slovakia
NCT00442325,Switzerland
NCT00442325,
NCT00442780,Israel
NCT00442780,Poland
NCT00442780,Serbia
NCT00442845,Cameroon
NCT00442845,Canada
NCT00442845,Italy
NCT00442845,Spain
NCT00442845,United Kingdom
NCT00442845,
NCT00442923,United States
NCT00442936,
NCT00443014,Norway
NCT00443209,
NCT00443352,United States
NCT00443404,Greece
NCT00443417,"Korea, Republic of"
NCT00443625,
NCT00443846,
NCT00443872,United States
NCT00444028,United States
NCT00444873,Germany
NCT00444886,Canada
NCT00444964,United States
NCT00445705,United States
NCT00445705,Switzerland
NCT00445705,United Kingdom
NCT00446082,United States
NCT00446082,Belgium
NCT00446082,Canada
NCT00446082,Germany
NCT00446082,Netherlands
NCT00446082,Norway
NCT00446550,United States
NCT00446550,Israel
NCT00446550,South Africa
NCT00446550,United Kingdom
NCT00446641,"Korea, Republic of"
NCT00446719,Canada
NCT00446992,Spain
NCT00447018,France
NCT00447044,United States
NCT00447369,Chile
NCT00447499,United States
NCT00447525,France
NCT00447941,
NCT00448058,Australia
NCT00448058,Belgium
NCT00448058,Bulgaria
NCT00448058,Canada
NCT00448058,Estonia
NCT00448058,Finland
NCT00448058,France
NCT00448058,Germany
NCT00448058,India
NCT00448058,Poland
NCT00448058,Slovakia
NCT00448058,South Africa
NCT00448578,China
NCT00448825,United States
NCT00448890,Germany
NCT00448890,United Kingdom
NCT00448916,United States
NCT00448916,"Korea, Republic of"
NCT00448916,Mexico
NCT00449007,United States
NCT00449397,Australia
NCT00449683,United States
NCT00449709,United States
NCT00449774,United States
NCT00449787,United States
NCT00449865,United States
NCT00449865,Canada
NCT00450437,United States
NCT00451074,United States
NCT00451204,United States
NCT00451204,Canada
NCT00451230,United States
NCT00451451,United States
NCT00451451,Belarus
NCT00451451,Belgium
NCT00451451,Bosnia and Herzegovina
NCT00451451,Bulgaria
NCT00451451,Canada
NCT00451451,Costa Rica
NCT00451451,Croatia
NCT00451451,Czech Republic
NCT00451451,Estonia
NCT00451451,France
NCT00451451,Germany
NCT00451451,Greece
NCT00451451,India
NCT00451451,Ireland
NCT00451451,Israel
NCT00451451,Latvia
NCT00451451,"Macedonia, The Former Yugoslav Republic of"
NCT00451451,Mexico
NCT00451451,"Moldova, Republic of"
NCT00451451,New Zealand
NCT00451451,Poland
NCT00451451,Puerto Rico
NCT00451451,Romania
NCT00451451,Serbia
NCT00451451,Slovakia
NCT00451451,Spain
NCT00451451,Ukraine
NCT00451516,Australia
NCT00451633,Germany
NCT00451633,Italy
NCT00451750,Switzerland
NCT00451815,
NCT00452231,Canada
NCT00452504,Netherlands
NCT00452621,Germany
NCT00453180,United States
NCT00453570,China
NCT00453609,United States
NCT00453804,United States
NCT00453921,United States
NCT00454870,United States
NCT00455000,Australia
NCT00455000,Canada
NCT00455000,Sweden
NCT00455000,United Kingdom
NCT00455143,United States
NCT00455234,India
NCT00455507,Japan
NCT00455520,
NCT00455637,United Kingdom
NCT00455702,United States
NCT00455715,United States
NCT00456014,United States
NCT00456339,United States
NCT00456430,United States
NCT00456586,United States
NCT00456794,United States
NCT00456820,United States
NCT00456898,
NCT00456937,Israel
NCT00456976,"Iran, Islamic Republic of"
NCT00457054,United States
NCT00457106,United States
NCT00457197,United States
NCT00457730,United States
NCT00457769,United States
NCT00457808,United States
NCT00457899,United Kingdom
NCT00457964,United States
NCT00458107,United States
NCT00458211,United States
NCT00459264,United Kingdom
NCT00459316,United States
NCT00459316,Puerto Rico
NCT00459420,Canada
NCT00459550,Australia
NCT00459550,Norway
NCT00459550,Sweden
NCT00459667,United States
NCT00459667,Argentina
NCT00459667,Australia
NCT00459667,Austria
NCT00459667,Belgium
NCT00459667,Brazil
NCT00459667,Canada
NCT00459667,Denmark
NCT00459667,Finland
NCT00459667,France
NCT00459667,Germany
NCT00459667,Greece
NCT00459667,Hungary
NCT00459667,Ireland
NCT00459667,Israel
NCT00459667,Italy
NCT00459667,Latvia
NCT00459667,Netherlands
NCT00459667,Norway
NCT00459667,Poland
NCT00459667,Russian Federation
NCT00459667,Slovenia
NCT00459667,Spain
NCT00459667,Sweden
NCT00459667,Switzerland
NCT00459667,Ukraine
NCT00459693,United States
NCT00459953,United States
NCT00460148,Germany
NCT00460148,South Africa
NCT00460161,Israel
NCT00460473,United States
NCT00460486,Poland
NCT00460512,Belgium
NCT00460512,Bulgaria
NCT00460512,Croatia
NCT00460512,Denmark
NCT00460512,Finland
NCT00460512,France
NCT00460512,Germany
NCT00460512,Greece
NCT00460512,Hungary
NCT00460512,Israel
NCT00460512,Latvia
NCT00460512,Lithuania
NCT00460512,Netherlands
NCT00460512,Poland
NCT00460512,Portugal
NCT00460512,Russian Federation
NCT00460512,Serbia
NCT00460512,Spain
NCT00460512,Sweden
NCT00460512,Switzerland
NCT00460512,Turkey
NCT00460512,United Kingdom
NCT00460564,Japan
NCT00460655,Japan
NCT00461149,Italy
NCT00461656,Germany
NCT00461656,Netherlands
NCT00461942,China
NCT00462007,Germany
NCT00462007,Sweden
NCT00462007,United Kingdom
NCT00462228,United States
NCT00462254,United States
NCT00462449,United States
NCT00463203,Denmark
NCT00463346,United States
NCT00463372,South Africa
NCT00463437,Germany
NCT00463437,Poland
NCT00463437,Spain
NCT00463476,Sri Lanka
NCT00463580,United States
NCT00463684,Sri Lanka
NCT00463775,
NCT00463879,United States
NCT00463957,United Kingdom
NCT00464061,United States
NCT00464061,Argentina
NCT00464061,Australia
NCT00464061,Austria
NCT00464061,Belgium
NCT00464061,Brazil
NCT00464061,Canada
NCT00464061,Chile
NCT00464061,Colombia
NCT00464061,Czech Republic
NCT00464061,Germany
NCT00464061,Hong Kong
NCT00464061,India
NCT00464061,Italy
NCT00464061,Malaysia
NCT00464061,Mexico
NCT00464061,Russian Federation
NCT00464061,Singapore
NCT00464061,South Africa
NCT00464061,Spain
NCT00464061,Turkey
NCT00464061,United Kingdom
NCT00464191,Norway
NCT00464243,United States
NCT00464243,Australia
NCT00464243,Austria
NCT00464243,Canada
NCT00464243,France
NCT00464243,Germany
NCT00464243,Russian Federation
NCT00464269,United States
NCT00464269,Australia
NCT00464269,Brazil
NCT00464269,Canada
NCT00464269,Mexico
NCT00464334,
NCT00464698,United States
NCT00464763,United States
NCT00464958,Israel
NCT00465153,Canada
NCT00465244,
NCT00465283,Israel
NCT00465439,Canada
NCT00465452,United States
NCT00465517,United States
NCT00465595,United States
NCT00465608,France
NCT00466167,Austria
NCT00466167,Czech Republic
NCT00466167,Hungary
NCT00466167,India
NCT00466167,Italy
NCT00466167,"Korea, Republic of"
NCT00466167,Philippines
NCT00466167,Poland
NCT00466167,Russian Federation
NCT00466167,Slovakia
NCT00466167,Spain
NCT00466167,Sweden
NCT00466167,Ukraine
NCT00466167,United Kingdom
NCT00466310,United States
NCT00466609,Brazil
NCT00466661,United States
NCT00467207,Norway
NCT00467259,United States
NCT00467454,United States
NCT00467584,United States
NCT00467766,United States
NCT00467766,Australia
NCT00467766,United Kingdom
NCT00468052,United States
NCT00468078,"Korea, Republic of"
NCT00468481,United States
NCT00468650,Mexico
NCT00468897,Germany
NCT00468923,Canada
NCT00469079,United States
NCT00469378,Belgium
NCT00469378,Czech Republic
NCT00469378,Denmark
NCT00469378,Norway
NCT00469378,Sweden
NCT00469456,Australia
NCT00469456,New Zealand
NCT00469456,South Africa
NCT00469664,United States
NCT00469885,United States
NCT00470418,United States
NCT00470509,Switzerland
NCT00470925,United States
NCT00471211,Australia
NCT00471211,Sweden
NCT00471445,United States
NCT00471588,United Kingdom
NCT00471744,Germany
NCT00472199,Austria
NCT00472199,Belgium
NCT00472199,Finland
NCT00472199,Germany
NCT00472199,Ireland
NCT00472199,Netherlands
NCT00472199,Slovakia
NCT00472199,Spain
NCT00472199,United Kingdom
NCT00472355,United States
NCT00472381,France
NCT00472641,United States
NCT00473213,
NCT00473434,
NCT00473902,Canada
NCT00474058,United States
NCT00474058,Australia
NCT00474058,Austria
NCT00474058,Finland
NCT00474058,Germany
NCT00474058,Hungary
NCT00474058,Italy
NCT00474058,New Zealand
NCT00474058,Poland
NCT00474058,South Africa
NCT00474058,Spain
NCT00474058,United Kingdom
NCT00474409,China
NCT00474487,Argentina
NCT00474487,Colombia
NCT00474513,Canada
NCT00474526,United States
NCT00474526,Argentina
NCT00474526,Colombia
NCT00474552,France
NCT00474916,United States
NCT00474916,Puerto Rico
NCT00475462,
NCT00475501,United States
NCT00475514,
NCT00475865,United States
NCT00475865,Austria
NCT00475865,Canada
NCT00475865,Germany
NCT00475865,Italy
NCT00475865,United Kingdom
NCT00475878,United States
NCT00476008,United States
NCT00476151,India
NCT00477295,Australia
NCT00477295,Denmark
NCT00477295,France
NCT00477295,Germany
NCT00477295,Greece
NCT00477295,Hungary
NCT00477295,India
NCT00477295,Italy
NCT00477295,"Korea, Republic of"
NCT00477295,Poland
NCT00477295,Russian Federation
NCT00477295,Serbia
NCT00477295,Slovakia
NCT00477295,South Africa
NCT00477295,Spain
NCT00477295,Sweden
NCT00477295,Taiwan
NCT00477295,United Kingdom
NCT00477373,Bahrain
NCT00477373,Kuwait
NCT00477373,Oman
NCT00477373,Qatar
NCT00477503,United States
NCT00477659,United States
NCT00477802,United States
NCT00478179,United States
NCT00478205,United States
NCT00478465,United States
NCT00478647,United States
NCT00478647,Israel
NCT00478647,Poland
NCT00478647,Spain
NCT00478647,United Kingdom
NCT00478907,"Iran, Islamic Republic of"
NCT00479154,United States
NCT00479219,United States
NCT00479297,
NCT00479349,Japan
NCT00479440,
NCT00479557,France
NCT00479557,Germany
NCT00479557,Spain
NCT00479700,
NCT00479765,United States
NCT00480181,Canada
NCT00480207,Israel
NCT00480441,United States
NCT00480467,Japan
NCT00480571,Israel
NCT00480571,Romania
NCT00480701,United States
NCT00480818,France
NCT00480844,Israel
NCT00480870,Brazil
NCT00481013,United States
NCT00481520,United States
NCT00481975,United States
NCT00481975,Finland
NCT00481975,France
NCT00481975,Netherlands
NCT00481975,Portugal
NCT00481975,Sweden
NCT00481975,Switzerland
NCT00482430,
NCT00483028,United States
NCT00483314,Canada
NCT00483379,United States
NCT00483379,Australia
NCT00483379,Canada
NCT00483535,United Kingdom
NCT00483548,United States
NCT00483548,Australia
NCT00483548,India
NCT00483574,United States
NCT00483574,Chile
NCT00483652,United States
NCT00483652,Canada
NCT00483704,
NCT00483717,Germany
NCT00483964,India
NCT00484471,Hong Kong
NCT00484471,Philippines
NCT00484471,Taiwan
NCT00484471,Thailand
NCT00484536,United States
NCT00484536,Belgium
NCT00484536,Canada
NCT00484536,Finland
NCT00484536,France
NCT00484536,Germany
NCT00484536,Hungary
NCT00484536,Netherlands
NCT00484536,Spain
NCT00484536,Sweden
NCT00484536,United Kingdom
NCT00484692,Austria
NCT00484757,Germany
NCT00485069,Japan
NCT00485498,China
NCT00485511,Taiwan
NCT00485680,China
NCT00485771,United States
NCT00485810,Japan
NCT00485823,"Korea, Republic of"
NCT00485862,United States
NCT00485901,Taiwan
NCT00486005,Brazil
NCT00486044,United States
NCT00486798,Sweden
NCT00486889,United States
NCT00487578,United States
NCT00487630,France
NCT00487942,United States
NCT00488098,Canada
NCT00488163,United States
NCT00488319,United States
NCT00488319,Belgium
NCT00488319,Bulgaria
NCT00488319,Estonia
NCT00488319,Finland
NCT00488319,India
NCT00488319,"Korea, Republic of"
NCT00488319,Poland
NCT00488319,Romania
NCT00488319,Russian Federation
NCT00488319,Ukraine
NCT00488514,United States
NCT00488566,United Kingdom
NCT00488618,United States
NCT00488644,United States
NCT00488670,Canada
NCT00488839,United States
NCT00488839,Canada
NCT00488839,Estonia
NCT00488839,Latvia
NCT00488839,Ukraine
NCT00488969,United States
NCT00489073,United States
NCT00489255,United States
NCT00489411,United States
NCT00489450,"Korea, Republic of"
NCT00489476,United States
NCT00489489,United States
NCT00489489,Canada
NCT00489489,Germany
NCT00489489,Italy
NCT00489489,Spain
NCT00489606,"Korea, Republic of"
NCT00489866,United States
NCT00489892,United States
NCT00490035,Belgium
NCT00490035,Finland
NCT00490035,France
NCT00490035,Germany
NCT00490035,Hungary
NCT00490035,India
NCT00490035,Italy
NCT00490035,Netherlands
NCT00490035,Poland
NCT00490035,Spain
NCT00490035,Switzerland
NCT00490035,United Kingdom
NCT00490191,United States
NCT00490191,France
NCT00490191,Germany
NCT00490191,Italy
NCT00490191,Puerto Rico
NCT00490191,United Kingdom
NCT00490269,United States
NCT00490516,United States
NCT00490542,United States
NCT00490568,United States
NCT00490568,Argentina
NCT00490568,Australia
NCT00490568,Austria
NCT00490568,Belgium
NCT00490568,Bulgaria
NCT00490568,Canada
NCT00490568,Chile
NCT00490568,Czechia
NCT00490568,Finland
NCT00490568,France
NCT00490568,Germany
NCT00490568,Greece
NCT00490568,Hong Kong
NCT00490568,Hungary
NCT00490568,India
NCT00490568,Italy
NCT00490568,"Korea, Republic of"
NCT00490568,Mexico
NCT00490568,Netherlands
NCT00490568,Philippines
NCT00490568,Poland
NCT00490568,Portugal
NCT00490568,Slovakia
NCT00490568,Slovenia
NCT00490568,South Africa
NCT00490568,Spain
NCT00490568,Sweden
NCT00490568,United Kingdom
NCT00490789,United Kingdom
NCT00490828,Germany
NCT00490945,United States
NCT00490971,United States
NCT00490971,Bulgaria
NCT00490971,China
NCT00490971,Costa Rica
NCT00490971,France
NCT00490971,Germany
NCT00490971,India
NCT00490971,Malaysia
NCT00490971,Panama
NCT00490971,Poland
NCT00490971,Romania
NCT00490971,Russian Federation
NCT00490971,Serbia
NCT00490971,South Africa
NCT00490971,Turkey
NCT00490971,Ukraine
NCT00491192,Italy
NCT00491478,United States
NCT00491569,Taiwan
NCT00491686,United States
NCT00491829,Austria
NCT00491829,Belgium
NCT00491829,Czech Republic
NCT00491829,Finland
NCT00491829,France
NCT00491829,Germany
NCT00491829,Hungary
NCT00491829,Italy
NCT00491829,Netherlands
NCT00491829,Norway
NCT00491829,Spain
NCT00491829,Sweden
NCT00491829,United Kingdom
NCT00491894,United States
NCT00491998,Italy
NCT00492323,
NCT00492336,United States
NCT00492349,United States
NCT00492414,"Korea, Republic of"
NCT00492466,Finland
NCT00492635,United States
NCT00492635,Austria
NCT00492635,Belgium
NCT00492635,Canada
NCT00492635,Finland
NCT00492635,France
NCT00492635,Germany
NCT00492635,Italy
NCT00492635,Netherlands
NCT00492635,Norway
NCT00492635,South Africa
NCT00492635,Spain
NCT00492635,Sweden
NCT00492635,Switzerland
NCT00492635,United Kingdom
NCT00492765,Denmark
NCT00493077,Sweden
NCT00493116,Australia
NCT00493116,New Zealand
NCT00493233,Canada
NCT00494156,United States
NCT00494195,United States
NCT00494377,Austria
NCT00494468,United States
NCT00494507,United States
NCT00494507,Italy
NCT00494507,United Kingdom
NCT00494728,United States
NCT00494962,Germany
NCT00495092,Spain
NCT00495118,
NCT00495183,Spain
NCT00495274,Italy
NCT00495352,Taiwan
NCT00495417,Austria
NCT00495690,India
NCT00495729,Germany
NCT00495768,United States
NCT00495820,United States
NCT00495885,United States
NCT00495885,Brazil
NCT00495885,Canada
NCT00495885,Colombia
NCT00495885,Czech Republic
NCT00495885,Finland
NCT00495885,France
NCT00495885,Greece
NCT00495885,Italy
NCT00495885,Malaysia
NCT00495885,Netherlands
NCT00495885,Russian Federation
NCT00495885,South Africa
NCT00495885,Switzerland
NCT00495885,Taiwan
NCT00495885,Turkey
NCT00496379,United States
NCT00496457,Croatia
NCT00496457,Germany
NCT00496457,Latvia
NCT00496457,Poland
NCT00496457,Serbia
NCT00497055,United States
NCT00497081,United States
NCT00497120,Belgium
NCT00497159,United States
NCT00497562,Spain
NCT00497952,
NCT00498004,"Korea, Republic of"
NCT00498186,Austria
NCT00498186,Germany
NCT00498186,Spain
NCT00498485,United States
NCT00498550,United States
NCT00498602,United States
NCT00498680,Israel
NCT00499200,Sweden
NCT00499642,France
NCT00499993,Italy
NCT00500201,United Kingdom
NCT00500500,France
NCT00500812,United States
NCT00500812,Canada
NCT00500890,United States
NCT00501111,Austria
NCT00501111,Belgium
NCT00501111,Bulgaria
NCT00501111,Canada
NCT00501111,Czech Republic
NCT00501111,Germany
NCT00501111,Romania
NCT00501111,Russian Federation
NCT00501111,Spain
NCT00501111,United Kingdom
NCT00501618,United States
NCT00501696,United States
NCT00501748,United States
NCT00501865,United Kingdom
NCT00501943,United States
NCT00502216,United States
NCT00502515,United States
NCT00503204,United States
NCT00503204,United Kingdom
NCT00503230,United States
NCT00503516,Spain
NCT00503529,Poland
NCT00504348,Japan
NCT00504413,United States
NCT00504881,Austria
NCT00504881,Belgium
NCT00504881,Czechia
NCT00504881,Germany
NCT00504881,Hong Kong
NCT00504881,India
NCT00504881,Italy
NCT00504881,"Korea, Republic of"
NCT00504881,Norway
NCT00504881,Russian Federation
NCT00504881,Singapore
NCT00504881,South Africa
NCT00504881,Sweden
NCT00504881,Taiwan
NCT00504881,Ukraine
NCT00505076,United States
NCT00505167,Spain
NCT00505284,United States
NCT00505505,Italy
NCT00505622,France
NCT00505687,United States
NCT00505687,Austria
NCT00505687,Germany
NCT00505687,Israel
NCT00505687,Italy
NCT00505687,South Africa
NCT00505687,Spain
NCT00505687,United Kingdom
NCT00505765,United States
NCT00505804,
NCT00505843,
NCT00505934,United States
NCT00505934,Belgium
NCT00505934,France
NCT00505934,Germany
NCT00505934,Mexico
NCT00505934,Turkey
NCT00505973,Japan
NCT00506012,Canada
NCT00506259,United States
NCT00506415,United States
NCT00506415,Canada
NCT00506415,France
NCT00506415,Germany
NCT00506415,Italy
NCT00506415,Spain
NCT00506415,Switzerland
NCT00506610,United States
NCT00506675,United States
NCT00506909,United States
NCT00507117,United States
NCT00507286,Australia
NCT00507546,United States
NCT00507715,Spain
NCT00507728,United States
NCT00507936,United States
NCT00507936,Canada
NCT00507936,France
NCT00507936,Germany
NCT00507936,Italy
NCT00507936,Mexico
NCT00507936,Puerto Rico
NCT00508157,Belgium
NCT00508157,Czech Republic
NCT00508157,France
NCT00508157,Germany
NCT00508157,Greece
NCT00508157,Hungary
NCT00508157,Spain
NCT00508157,Switzerland
NCT00508157,Turkey
NCT00508430,Japan
NCT00508859,Canada
NCT00509067,United States
NCT00509145,United States
NCT00509145,Austria
NCT00509145,Bulgaria
NCT00509145,Canada
NCT00509145,Czechia
NCT00509145,Estonia
NCT00509145,France
NCT00509145,Georgia
NCT00509145,Germany
NCT00509145,Hungary
NCT00509145,Israel
NCT00509145,Italy
NCT00509145,Latvia
NCT00509145,Lithuania
NCT00509145,Netherlands
NCT00509145,Poland
NCT00509145,Romania
NCT00509145,Russian Federation
NCT00509145,Serbia
NCT00509145,Spain
NCT00509145,Sweden
NCT00509145,Turkey
NCT00509145,Ukraine
NCT00509145,United Kingdom
NCT00509886,United States
NCT00510016,United States
NCT00510146,China
NCT00510146,Japan
NCT00510146,"Korea, Republic of"
NCT00510172,Denmark
NCT00510263,
NCT00510419,United States
NCT00511134,United States
NCT00511277,Germany
NCT00511654,Germany
NCT00511940,United States
NCT00512070,United States
NCT00512317,United States
NCT00512460,United States
NCT00512616,United States
NCT00512707,United States
NCT00513019,United States
NCT00513279,United Kingdom
NCT00514059,Norway
NCT00514202,United States
NCT00514410,United Kingdom
NCT00514449,United States
NCT00514774,United States
NCT00514995,United States
NCT00515255,United States
NCT00515281,United States
NCT00515294,United States
NCT00515333,
NCT00515619,Australia
NCT00515619,Croatia
NCT00515619,Czechia
NCT00515619,Finland
NCT00515619,France
NCT00515619,Germany
NCT00515619,Hungary
NCT00515619,Lithuania
NCT00515619,Poland
NCT00515619,Russian Federation
NCT00515619,Spain
NCT00515619,Sweden
NCT00515619,United Kingdom
NCT00515723,United States
NCT00515736,Switzerland
NCT00516139,United States
NCT00516386,United States
NCT00516516,United States
NCT00516737,
NCT00516893,United States
NCT00517036,United States
NCT00517153,United States
NCT00517179,China
NCT00517387,Canada
NCT00517491,Mexico
NCT00517764,Canada
NCT00517842,China
NCT00517972,United States
NCT00518180,Costa Rica
NCT00518323,United States
NCT00518323,India
NCT00518323,Romania
NCT00518323,Russian Federation
NCT00518323,Ukraine
NCT00518713,United States
NCT00518713,Australia
NCT00518713,Belarus
NCT00518713,India
NCT00518713,Lithuania
NCT00518947,United States
NCT00518973,United States
NCT00518986,United States
NCT00519012,Japan
NCT00519181,
NCT00519532,United States
NCT00519532,Australia
NCT00519532,Finland
NCT00519532,Germany
NCT00519532,Hungary
NCT00519532,Italy
NCT00519532,New Zealand
NCT00519532,Poland
NCT00519532,South Africa
NCT00519532,Spain
NCT00519532,United Kingdom
NCT00520026,Germany
NCT00520507,Canada
NCT00520650,Taiwan
NCT00520663,United Kingdom
NCT00520741,United States
NCT00520741,Australia
NCT00520741,Austria
NCT00520741,Canada
NCT00520741,Denmark
NCT00520741,France
NCT00520741,Germany
NCT00520741,Ireland
NCT00520741,Italy
NCT00520741,Poland
NCT00520741,Puerto Rico
NCT00520741,Spain
NCT00520741,United Kingdom
NCT00520923,Argentina
NCT00520923,Austria
NCT00520923,Croatia
NCT00520923,Germany
NCT00520923,Mexico
NCT00520923,Portugal
NCT00520923,Romania
NCT00520923,Russian Federation
NCT00520923,South Africa
NCT00521248,United States
NCT00521300,Norway
NCT00521365,Mexico
NCT00522015,Germany
NCT00522275,United States
NCT00522379,United States
NCT00522379,Chile
NCT00522379,India
NCT00522379,Mexico
NCT00522379,Peru
NCT00522418,Belgium
NCT00522418,Canada
NCT00522418,France
NCT00522418,Germany
NCT00522418,Italy
NCT00522418,Netherlands
NCT00522418,Norway
NCT00522418,Spain
NCT00522418,Sweden
NCT00522418,United Kingdom
NCT00523445,"Korea, Republic of"
NCT00523666,Germany
NCT00524030,United States
NCT00524030,Czechia
NCT00524030,Hong Kong
NCT00524030,Ukraine
NCT00524043,United States
NCT00524043,India
NCT00524043,Taiwan
NCT00524134,United States
NCT00524914,France
NCT00525317,
NCT00525837,United States
NCT00525928,United States
NCT00526071,United States
NCT00526071,Australia
NCT00526071,Brazil
NCT00526071,France
NCT00526071,United Kingdom
NCT00526214,"Korea, Republic of"
NCT00526474,
NCT00526630,United States
NCT00526877,
NCT00526916,United States
NCT00527020,Germany
NCT00527202,France
NCT00527410,United States
NCT00527579,United States
NCT00527657,United States
NCT00527683,Mexico
NCT00528151,Thailand
NCT00528268,United States
NCT00528437,United States
NCT00528437,Canada
NCT00528905,United States
NCT00528905,Canada
NCT00529581,United States
NCT00529659,
NCT00530127,Australia
NCT00530127,Belgium
NCT00530127,Canada
NCT00530127,France
NCT00530127,Italy
NCT00530127,Spain
NCT00530348,United States
NCT00530348,Argentina
NCT00530348,Australia
NCT00530348,Brazil
NCT00530348,Canada
NCT00530348,Croatia
NCT00530348,Czech Republic
NCT00530348,France
NCT00530348,Germany
NCT00530348,Mexico
NCT00530348,Poland
NCT00530348,Russian Federation
NCT00530348,Serbia
NCT00530348,Sweden
NCT00530348,Ukraine
NCT00530348,United Kingdom
NCT00530413,United States
NCT00530478,"Korea, Republic of"
NCT00530517,United States
NCT00530530,Japan
NCT00530556,
NCT00530790,Japan
NCT00530855,United States
NCT00530855,Australia
NCT00530855,Canada
NCT00530855,Denmark
NCT00530855,Germany
NCT00530855,Italy
NCT00530855,Poland
NCT00530855,Spain
NCT00530855,United Kingdom
NCT00531466,United States
NCT00531466,Canada
NCT00531518,United States
NCT00531713,Denmark
NCT00531804,Denmark
